order_date,region,state,city,category,sub_category,product_name,customer_id,segment,sales,profit,quantity,discount,profit_status
2016-09-22,South,Tennessee,Smyrna,Technology,Phones,PayAnywhere Card Reader,SH-19975,Corporate,63.94,5.59,8.00,0.20,Profit
2014-09-14,South,Georgia,Macon,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",JC-15775,Consumer,142.40,52.69,5.00,0.00,Profit
2014-09-14,South,Georgia,Macon,Office Supplies,Binders,Avery Poly Binder Pockets,JC-15775,Consumer,7.16,3.44,2.00,0.00,Profit
2017-05-19,West,California,San Francisco,Furniture,Chairs,Situations Contoured Folding Chairs; 4/Set,BC-11125,Home Office,681.41,42.59,12.00,0.20,Profit
2017-05-19,West,California,San Francisco,Office Supplies,Art,Newell 310,BC-11125,Home Office,3.52,1.02,2.00,0.00,Profit
2017-05-19,West,California,San Francisco,Office Supplies,Art,Newell 314,BC-11125,Home Office,5.58,1.40,1.00,0.00,Profit
2017-05-19,West,California,San Francisco,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,BC-11125,Home Office,36.32,10.90,1.00,0.00,Profit
2014-08-09,West,Washington,Seattle,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,JH-15985,Consumer,2060.74,643.98,7.00,0.20,Profit
2017-11-26,East,Ohio,Columbus,Office Supplies,Appliances,Holmes HEPA Air Purifier,CC-12610,Corporate,52.27,9.80,3.00,0.20,Profit
2017-11-26,East,Ohio,Columbus,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,CC-12610,Corporate,213.14,23.98,7.00,0.20,Profit
2017-05-03,West,California,Los Angeles,Office Supplies,Storage,Multi-Use Personal File Cart and Caster Set; Three Stacking Bins,DB-12970,Corporate,69.52,19.47,2.00,0.00,Profit
2017-05-03,West,California,Los Angeles,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,DB-12970,Corporate,763.44,45.81,8.00,0.00,Profit
2016-11-10,East,Ohio,Springfield,Office Supplies,Labels,Avery File Folder Labels,PP-18955,Home Office,9.22,3.34,4.00,0.20,Profit
2016-11-10,East,Ohio,Springfield,Technology,Phones,Square Credit Card Reader,PP-18955,Home Office,41.96,-9.79,7.00,0.40,Loss
2016-11-10,East,Ohio,Springfield,Office Supplies,Paper,Xerox 1882,PP-18955,Home Office,89.57,32.47,2.00,0.20,Profit
2016-11-10,East,Ohio,Springfield,Office Supplies,Paper,"Wirebound Message Books; Four 2 3/4"" x 5"" Forms per Page; 600 Sets per Book",PP-18955,Home Office,22.25,7.51,3.00,0.20,Profit
2016-11-10,East,Ohio,Springfield,Office Supplies,Appliances,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum; Red,PP-18955,Home Office,334.88,29.30,4.00,0.20,Profit
2016-11-10,East,Ohio,Springfield,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,PP-18955,Home Office,148.29,29.66,7.00,0.20,Profit
2016-11-10,East,Ohio,Springfield,Office Supplies,Paper,Xerox 1924,PP-18955,Home Office,4.62,1.68,1.00,0.20,Profit
2016-11-10,East,Ohio,Springfield,Technology,Accessories,Memorex 25GB 6X Branded Blu-Ray Recordable Disc; 30/Pack,PP-18955,Home Office,178.92,-29.07,7.00,0.20,Loss
2016-11-10,East,Ohio,Springfield,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,PP-18955,Home Office,69.89,-46.59,7.00,0.70,Loss
2014-12-20,West,California,Los Angeles,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,MC-17845,Consumer,487.98,152.50,2.00,0.20,Profit
2014-12-20,West,California,Los Angeles,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,MC-17845,Consumer,47.30,12.30,2.00,0.00,Profit
2014-12-20,West,California,Los Angeles,Office Supplies,Art,Newell 31,MC-17845,Consumer,4.13,1.16,1.00,0.00,Profit
2014-12-20,West,California,Los Angeles,Office Supplies,Binders,"Premium Transparent Presentation Covers; No Pattern/Clear; 8 1/2"" x 11""",MC-17845,Consumer,155.12,50.41,5.00,0.20,Profit
2014-07-25,West,California,Los Angeles,Office Supplies,Paper,Xerox 1966,VF-21715,Home Office,6.48,3.18,1.00,0.00,Profit
2014-07-25,West,California,Los Angeles,Office Supplies,Supplies,Acme Kleen Earth Office Shears,VF-21715,Home Office,15.52,4.50,4.00,0.00,Profit
2015-11-22,South,Tennessee,Memphis,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks; 14 7/8"" x 11""; Light Blue",MC-17275,Consumer,2.95,-2.06,2.00,0.70,Loss
2015-11-22,South,Tennessee,Memphis,Office Supplies,Fasteners,Vinyl Coated Wire Paper Clips in Organizer Box; 800/Box,MC-17275,Consumer,55.10,18.60,6.00,0.20,Profit
2017-12-09,Central,Michigan,Detroit,Technology,Accessories,Maxell Pro 80 Minute CD-R; 10/Pack,DB-13210,Consumer,104.88,41.95,6.00,0.00,Profit
2017-12-09,Central,Michigan,Detroit,Office Supplies,Art,BIC Liqua Brite Liner,DB-13210,Consumer,34.70,12.49,5.00,0.00,Profit
2017-12-09,Central,Michigan,Detroit,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,DB-13210,Consumer,33.72,15.51,4.00,0.00,Profit
2017-12-09,Central,Michigan,Detroit,Office Supplies,Paper,Easy-staple paper,DB-13210,Consumer,14.94,7.02,3.00,0.00,Profit
2017-08-31,Central,Indiana,Lawrence,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,AJ-10945,Consumer,638.73,166.07,9.00,0.00,Profit
2017-04-24,South,Florida,Jacksonville,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,CP-12340,Corporate,113.57,-21.29,2.00,0.20,Loss
2017-09-08,East,Ohio,Dublin,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,DB-13555,Corporate,9.10,1.71,1.00,0.20,Profit
2015-03-12,South,Florida,Plantation,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,EB-13750,Corporate,8.69,2.93,3.00,0.20,Profit
2015-03-12,South,Florida,Plantation,Furniture,Furnishings,Eldon Expressions Desk Accessory; Wood Pencil Holder; Oak,EB-13750,Corporate,30.88,3.86,4.00,0.20,Profit
2015-03-12,South,Florida,Plantation,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,EB-13750,Corporate,6.41,1.44,3.00,0.20,Profit
2016-07-18,West,Arizona,Glendale,Office Supplies,Supplies,"Elite 5"" Scissors",JP-15460,Corporate,33.80,4.23,5.00,0.20,Profit
2016-06-13,Central,Michigan,Jackson,Technology,Phones,Ooma Telo VoIP Home Phone System,SC-20050,Home Office,377.97,94.49,3.00,0.00,Profit
2017-07-03,East,Massachusetts,Quincy,Technology,Accessories,TRENDnet 56K USB 2.0 Phone; Internet and Fax Modem,FM-14290,Home Office,258.90,93.20,10.00,0.00,Profit
2017-07-03,East,Massachusetts,Quincy,Office Supplies,Paper,Xerox 1881,FM-14290,Home Office,24.56,11.54,2.00,0.00,Profit
2014-12-08,West,Oregon,Salem,Office Supplies,Labels,Avery 499,TB-21250,Consumer,27.89,9.06,7.00,0.20,Profit
2014-12-08,West,Oregon,Salem,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks; Dark Blue; 9 1/2"" X 11""",TB-21250,Consumer,6.46,-4.52,4.00,0.70,Loss
2014-12-08,West,Oregon,Salem,Technology,Phones,Samsung HM1900 Bluetooth Headset,TB-21250,Consumer,52.68,19.76,3.00,0.20,Profit
2014-12-08,West,Oregon,Salem,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,TB-21250,Consumer,13.88,-2.60,5.00,0.20,Loss
2014-12-08,West,Oregon,Salem,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,TB-21250,Consumer,103.92,-18.19,10.00,0.20,Loss
2014-12-08,West,Oregon,Salem,Office Supplies,Labels,Avery 492,TB-21250,Consumer,11.52,3.74,5.00,0.20,Profit
2014-12-08,West,Oregon,Salem,Office Supplies,Paper,Xerox 232,TB-21250,Consumer,10.37,3.63,2.00,0.20,Profit
2014-12-08,West,Oregon,Salem,Office Supplies,Storage,Adjustable Personal File Tote,TB-21250,Consumer,39.07,2.93,3.00,0.20,Profit
2016-04-08,East,Ohio,Troy,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,EH-14125,Home Office,8.87,3.22,1.00,0.20,Profit
2016-04-08,East,Ohio,Troy,Office Supplies,Binders,Catalog Binders with Expanding Posts,EH-14125,Home Office,121.10,-100.92,6.00,0.70,Loss
2017-11-06,East,Pennsylvania,Philadelphia,Furniture,Chairs,Global Wood Trimmed Manager's Task Chair; Khaki,ML-17410,Consumer,127.37,-30.93,2.00,0.30,Loss
2017-11-06,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Xerox 191,ML-17410,Consumer,47.95,16.18,3.00,0.20,Profit
2015-12-05,West,California,San Diego,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",MH-17620,Corporate,44.46,14.67,2.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,BT-11680,Consumer,15.80,5.06,4.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,BT-11680,Consumer,464.97,209.24,3.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,BT-11680,Consumer,181.96,20.02,2.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Office Supplies,Labels,Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters; on Rolls; White; 250/Roll,BT-11680,Consumer,12.39,5.70,3.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Office Supplies,Binders,Performers Binder/Pad Holder; Black,BT-11680,Consumer,84.09,42.05,3.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Office Supplies,Art,Prismacolor Color Pencil Set,BT-11680,Consumer,79.36,32.54,4.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Office Supplies,Binders,GBC Recycled VeloBinder Covers,BT-11680,Consumer,153.36,70.55,9.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Office Supplies,Binders,Wilson Jones Active Use Binders,BT-11680,Consumer,43.68,21.40,6.00,0.00,Profit
2015-07-09,East,Maryland,Clinton,Office Supplies,Storage,Project Tote Personal File,BT-11680,Consumer,98.21,28.48,7.00,0.00,Profit
2016-12-13,West,California,Riverside,Office Supplies,Art,Crayola Colored Pencils,JC-15340,Consumer,9.84,3.25,3.00,0.00,Profit
2016-05-20,South,Florida,Port Saint Lucie,Office Supplies,Binders,Avery Non-Stick Binders,DB-13210,Consumer,2.69,-2.25,2.00,0.70,Loss
2017-06-02,West,Arizona,Mesa,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),DO-13435,Consumer,25.34,7.92,6.00,0.20,Profit
2017-06-02,West,Arizona,Mesa,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes; 6"" x 9""",DO-13435,Consumer,43.92,15.92,5.00,0.20,Profit
2015-10-30,West,Colorado,Denver,Technology,Machines,Lexmark S315 Color Inkjet Printer,FA-14230,Corporate,59.99,-46.00,2.00,0.70,Loss
2015-10-30,West,Colorado,Denver,Technology,Copiers,Sharp 1540cs Digital Laser Copier,FA-14230,Corporate,439.99,165.00,1.00,0.20,Profit
2015-10-30,West,Colorado,Denver,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,FA-14230,Corporate,87.96,30.79,5.00,0.20,Profit
2015-10-30,West,Colorado,Denver,Furniture,Furnishings,Eldon Regeneration Recycled Desk Accessories; Black,FA-14230,Corporate,15.49,3.68,4.00,0.20,Profit
2016-10-15,South,Virginia,Springfield,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,QJ-19255,Corporate,232.96,116.48,7.00,0.00,Profit
2016-10-15,South,Virginia,Springfield,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,QJ-19255,Corporate,66.54,32.60,6.00,0.00,Profit
2016-10-15,South,Virginia,Springfield,Office Supplies,Appliances,Holmes Odor Grabber,QJ-19255,Corporate,43.26,14.28,3.00,0.00,Profit
2015-11-19,West,Washington,Seattle,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat; 45"" x 53""; Lip 25"" x 12""",TC-21475,Home Office,141.96,22.71,2.00,0.00,Profit
2014-09-13,West,Arizona,Tempe,Office Supplies,Storage,Eldon File Chest Portable File,ON-18715,Corporate,79.40,5.96,5.00,0.20,Profit
2017-11-13,East,New York,Yonkers,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,AD-10180,Home Office,163.96,70.50,4.00,0.00,Profit
2017-12-24,East,New York,Rochester,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat; 52"" x 58""; Clear",AC-10615,Corporate,37.93,6.83,1.00,0.00,Profit
2016-01-09,East,Ohio,Toledo,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame; Desktop; 5 x 7,MF-17665,Corporate,15.17,3.79,2.00,0.20,Profit
2015-06-13,South,Alabama,Decatur,Office Supplies,Art,Newell 31,DH-13075,Corporate,24.78,6.94,6.00,0.00,Profit
2015-06-13,South,Alabama,Decatur,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,DH-13075,Corporate,19.14,8.80,3.00,0.00,Profit
2015-06-13,South,Alabama,Decatur,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,DH-13075,Corporate,899.97,314.99,3.00,0.00,Profit
2015-06-13,South,Alabama,Decatur,Office Supplies,Paper,Xerox 204,DH-13075,Corporate,32.40,15.55,5.00,0.00,Profit
2017-03-18,Central,Texas,Dallas,Office Supplies,Art,Peel-Off China Markers,EN-13780,Consumer,23.83,6.55,3.00,0.20,Profit
2014-11-23,Central,Texas,Mesquite,Furniture,Furnishings,Staple-based wall hangings,SS-20140,Corporate,6.37,-2.55,2.00,0.60,Loss
2014-11-23,Central,Texas,Mesquite,Office Supplies,Appliances,Conquest 14 Commercial Heavy-Duty Upright Vacuum; Collection System; Accessory Kit,SS-20140,Corporate,34.18,-87.15,3.00,0.80,Loss
2014-11-23,Central,Texas,Mesquite,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,SS-20140,Corporate,5.54,1.66,7.00,0.20,Profit
2017-10-15,West,California,Los Angeles,Furniture,Tables,Bush Advantage Collection Round Conference Table,RS-19765,Corporate,510.24,6.38,3.00,0.20,Profit
2017-10-15,West,California,Los Angeles,Office Supplies,Paper,Xerox 1919,RS-19765,Corporate,204.95,100.43,5.00,0.00,Profit
2017-04-21,West,Washington,Seattle,Technology,Accessories,Verbatim Slim CD and DVD Storage Cases; 50/Pack,JW-15955,Consumer,11.54,3.46,1.00,0.00,Profit
2017-04-21,West,Washington,Seattle,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,JW-15955,Consumer,162.60,34.15,3.00,0.00,Profit
2014-12-08,West,Washington,Olympia,Office Supplies,Paper,Xerox 1964,JK-15625,Consumer,45.68,21.01,2.00,0.00,Profit
2014-12-08,West,Washington,Olympia,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,JK-15625,Consumer,603.92,45.29,5.00,0.20,Profit
2017-05-29,Central,Nebraska,Omaha,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,JO-15550,Home Office,23.55,1.18,5.00,0.00,Profit
2016-09-19,South,Georgia,Columbus,Office Supplies,Supplies,Letter Slitter,TP-21130,Consumer,5.04,0.15,2.00,0.00,Profit
2016-09-19,South,Georgia,Columbus,Technology,Accessories,Logitech Wireless Marathon Mouse M705,TP-21130,Consumer,249.95,107.48,5.00,0.00,Profit
2016-09-17,Central,Indiana,Columbus,Office Supplies,Art,Sanford Liquid Accent Highlighters,BS-11590,Corporate,33.40,12.36,5.00,0.00,Profit
2016-12-20,South,Mississippi,Jackson,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,AB-10255,Home Office,18.92,7.38,4.00,0.00,Profit
2016-12-20,South,Mississippi,Jackson,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,AB-10255,Home Office,15.42,6.94,2.00,0.00,Profit
2017-11-22,Central,Texas,Houston,Office Supplies,Art,Newell 314,FO-14305,Consumer,35.71,2.23,8.00,0.20,Profit
2014-12-30,West,Arizona,Phoenix,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,MF-17665,Corporate,551.99,-459.99,5.00,0.70,Loss
2017-04-03,Central,Illinois,Chicago,Office Supplies,Art,Prang Colored Pencils,SA-20830,Consumer,7.06,2.21,3.00,0.20,Profit
2016-12-26,West,Colorado,Denver,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,SH-19975,Corporate,18.72,3.51,2.00,0.20,Profit
2016-06-05,East,Delaware,Newark,Office Supplies,Storage,Standard Rollaway File with Lock,JL-15235,Consumer,360.38,93.70,2.00,0.00,Profit
2016-06-05,East,Delaware,Newark,Office Supplies,Art,Newell 314,JL-15235,Consumer,11.16,2.79,2.00,0.00,Profit
2016-06-05,East,Delaware,Newark,Office Supplies,Labels,Avery White Multi-Purpose Labels,JL-15235,Consumer,14.94,6.87,3.00,0.00,Profit
2015-09-18,East,Maryland,Clinton,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,KH-16630,Corporate,41.96,7.97,2.00,0.00,Profit
2015-09-18,East,Maryland,Clinton,Office Supplies,Storage,Safco Industrial Wire Shelving System,KH-16630,Corporate,636.86,0.00,7.00,0.00,Loss
2015-09-18,East,Maryland,Clinton,Technology,Phones,Samsung Galaxy S4 Active,KH-16630,Corporate,499.99,130.00,1.00,0.00,Profit
2015-09-18,East,Maryland,Clinton,Technology,Phones,Polycom VVX 310 VoIP phone,KH-16630,Corporate,1259.93,327.58,7.00,0.00,Profit
2015-09-18,East,Maryland,Clinton,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder; Dark Blue; 11 1/2"" X 14"" 7/8""",KH-16630,Corporate,65.08,31.89,4.00,0.00,Profit
2017-03-06,East,New York,New York City,Office Supplies,Paper,Xerox 1883,RM-19750,Consumer,26.38,12.13,1.00,0.00,Profit
2017-03-06,East,New York,New York City,Furniture,Furnishings,Westinghouse Floor Lamp with Metal Mesh Shade; Black,RM-19750,Consumer,71.97,16.55,3.00,0.00,Profit
2016-03-17,East,Delaware,Newark,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,VM-21835,Consumer,129.98,62.39,2.00,0.00,Profit
2016-03-17,East,Delaware,Newark,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder; Dark Blue; 11 1/2"" X 14"" 7/8""",VM-21835,Consumer,32.54,15.94,2.00,0.00,Profit
2016-12-09,Central,Michigan,Jackson,Technology,Phones,LF Elite 3D Dazzle Designer Hard Case Cover; Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite,LH-17155,Consumer,10.90,3.05,1.00,0.00,Profit
2016-12-09,Central,Michigan,Jackson,Technology,Accessories,Logitech Trackman Marble Mouse,LH-17155,Consumer,59.98,25.19,2.00,0.00,Profit
2016-12-09,Central,Michigan,Jackson,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner; Very Large Room; HEPA Filter,LH-17155,Consumer,61.93,23.40,1.00,0.10,Profit
2016-01-15,East,New York,New York City,Office Supplies,Envelopes,#10 Gummed Flap White Envelopes; 100/Box,WB-21850,Consumer,16.52,7.60,4.00,0.00,Profit
2016-01-15,East,New York,New York City,Office Supplies,Paper,Xerox 1959,WB-21850,Consumer,60.12,28.86,9.00,0.00,Profit
2016-01-15,East,New York,New York City,Office Supplies,Binders,"Square Ring Data Binders; Rigid 75 Pt. Covers; 11"" x 14-7/8""",WB-21850,Consumer,49.54,17.34,3.00,0.20,Profit
2014-10-24,South,South Carolina,Rock Hill,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,AP-10915,Consumer,11.85,3.79,3.00,0.00,Profit
2016-09-23,South,Georgia,Columbus,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,RA-19915,Consumer,118.25,34.29,5.00,0.00,Profit
2016-09-23,South,Georgia,Columbus,Furniture,Chairs,Hon Mobius Operator's Chair,RA-19915,Consumer,368.97,81.17,3.00,0.00,Profit
2017-08-27,West,California,Inglewood,Furniture,Furnishings,"GE 48"" Fluorescent Tube; Cool White Energy Saver; 34 Watts; 30/Box",DR-12880,Corporate,198.46,99.23,2.00,0.00,Profit
2017-08-27,West,California,Inglewood,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,DR-12880,Corporate,321.92,96.58,4.00,0.00,Profit
2017-08-27,West,California,Inglewood,Technology,Copiers,Sharp 1540cs Digital Laser Copier,DR-12880,Corporate,879.98,329.99,2.00,0.20,Profit
2017-08-27,West,California,Inglewood,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,DR-12880,Corporate,28.40,8.24,5.00,0.00,Profit
2017-08-27,West,California,Inglewood,Furniture,Chairs,Bevis Steel Folding Chairs,DR-12880,Corporate,230.28,23.03,3.00,0.20,Profit
2017-08-27,West,California,Inglewood,Office Supplies,Paper,White Computer Printout Paper by Universal,DR-12880,Corporate,116.28,56.98,3.00,0.00,Profit
2017-08-27,West,California,Inglewood,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,DR-12880,Corporate,841.57,294.55,2.00,0.20,Profit
2017-08-27,West,California,Inglewood,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,DR-12880,Corporate,354.90,17.75,5.00,0.00,Profit
2016-03-03,Central,Texas,Odessa,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book; 11 x 5-3/4",JG-15310,Corporate,42.78,15.51,7.00,0.20,Profit
2016-03-03,Central,Texas,Odessa,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,JG-15310,Corporate,563.43,-56.34,5.00,0.30,Loss
2016-02-29,East,Ohio,Newark,Office Supplies,Art,Newell 34,LC-16870,Consumer,111.10,8.33,7.00,0.20,Profit
2015-09-18,West,California,Los Angeles,Office Supplies,Art,Quartet Omega Colored Chalk; 12/Pack,GB-14530,Corporate,11.68,5.49,2.00,0.00,Profit
2015-09-18,West,California,Los Angeles,Office Supplies,Supplies,"Elite 5"" Scissors",GB-14530,Corporate,16.90,5.07,2.00,0.00,Profit
2015-09-18,West,California,Los Angeles,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,GB-14530,Corporate,24.40,10.25,2.00,0.00,Profit
2017-05-12,East,Massachusetts,Everett,Office Supplies,Paper,TOPS Carbonless Receipt Book; Four 2-3/4 x 7-1/4 Money Receipts per Page,CK-12205,Consumer,87.60,42.05,5.00,0.00,Profit
2016-08-13,Central,Wisconsin,West Allis,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,TS-21160,Corporate,241.96,24.20,2.00,0.00,Profit
2016-08-13,Central,Wisconsin,West Allis,Office Supplies,Binders,Avery Round Ring Poly Binders,TS-21160,Corporate,8.52,4.17,3.00,0.00,Profit
2017-02-25,Central,Illinois,Chicago,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,MH-18025,Consumer,1.79,-3.04,3.00,0.80,Loss
2016-03-21,Central,Texas,Houston,Furniture,Tables,Safco Drafting Table,DM-12955,Corporate,99.37,-1.42,2.00,0.30,Loss
2016-03-21,Central,Texas,Houston,Office Supplies,Art,Prang Dustless Chalk Sticks,DM-12955,Corporate,1.34,0.50,1.00,0.20,Profit
2015-12-08,Central,Texas,Houston,Technology,Phones,Nokia Lumia 521 (T-Mobile),JJ-15760,Home Office,119.96,12.00,5.00,0.20,Profit
2014-12-16,South,Florida,Hialeah,Furniture,Chairs,Hon Olson Stacker Stools,KB-16585,Corporate,1013.83,101.38,9.00,0.20,Profit
2014-12-16,South,Florida,Hialeah,Office Supplies,Fasteners,"OIC Binder Clips; Mini; 1/4"" Capacity; Black",KB-16585,Corporate,1.98,0.67,2.00,0.20,Profit
2016-12-17,West,California,San Francisco,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,CM-12160,Consumer,2003.52,-325.57,6.00,0.20,Loss
2016-05-12,East,Pennsylvania,Philadelphia,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf; Black",FM-14215,Corporate,82.37,-19.56,2.00,0.20,Loss
2014-08-06,South,South Carolina,Columbia,Technology,Accessories,Maxell 74 Minute CD-R Spindle; 50/Pack,RF-19735,Consumer,62.91,22.65,3.00,0.00,Profit
2014-04-11,South,Florida,Miami,Office Supplies,Fasteners,"Acco Banker's Clasps; 5 3/4""-Long",JK-15370,Consumer,6.91,2.33,3.00,0.20,Profit
2014-04-11,South,Florida,Miami,Technology,Accessories,Logitech Wireless Gaming Headset G930,JK-15370,Consumer,383.98,81.59,3.00,0.20,Profit
2014-04-11,South,Florida,Miami,Office Supplies,Paper,Xerox 224,JK-15370,Consumer,10.37,3.63,2.00,0.20,Profit
2014-04-11,South,Florida,Miami,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,JK-15370,Consumer,335.94,41.99,7.00,0.20,Profit
2015-05-03,West,California,Chula Vista,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats; Mat Size- 66"" x 60""; Lip 20"" x 11"" -90 Degree Angle",JB-16045,Home Office,665.88,106.54,6.00,0.00,Profit
2017-11-30,South,Florida,Miami,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,PN-18775,Home Office,71.98,9.00,3.00,0.20,Profit
2017-02-16,East,New York,New York City,Office Supplies,Paper,Xerox 1912,LF-17185,Consumer,37.94,18.21,2.00,0.00,Profit
2014-11-16,Central,Kansas,Manhattan,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,RH-19510,Home Office,273.96,10.96,2.00,0.00,Profit
2015-07-09,East,Pennsylvania,Philadelphia,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,MC-17575,Consumer,269.98,40.50,3.00,0.40,Profit
2017-11-13,South,Tennessee,Memphis,Office Supplies,Paper,"""While you Were Out"" Message Book; One Form per Page",MN-17935,Consumer,8.90,3.34,3.00,0.20,Profit
2017-11-13,South,Tennessee,Memphis,Office Supplies,Storage,Tennsco Double-Tier Lockers,MN-17935,Consumer,720.06,-63.01,4.00,0.20,Loss
2017-07-31,South,Florida,Fort Lauderdale,Technology,Accessories,TRENDnet 56K USB 2.0 Phone; Internet and Fax Modem,EH-14125,Home Office,41.42,8.28,2.00,0.20,Profit
2017-12-26,East,Ohio,Columbus,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,TC-21535,Home Office,3.13,-2.61,2.00,0.70,Loss
2016-10-31,West,California,Los Angeles,Office Supplies,Storage,Dual Level; Single-Width Filing Carts,JD-15895,Corporate,1085.42,282.21,7.00,0.00,Profit
2016-09-04,Central,Texas,Houston,Office Supplies,Art,Faber Castell Col-Erase Pencils,IL-15100,Consumer,3.91,1.03,1.00,0.20,Profit
2016-09-04,Central,Texas,Houston,Office Supplies,Art,BOSTON Ranger #55 Pencil Sharpener; Black,IL-15100,Consumer,62.38,7.02,3.00,0.20,Profit
2016-04-17,Central,Nebraska,Omaha,Office Supplies,Fasteners,Advantus Push Pins; Aluminum Head,SW-20350,Home Office,29.05,9.01,5.00,0.00,Profit
